left_cardinality,left_cardinality_ratio,base_cardinality,selectivity_on_indexed_attr,left_ordered,base_ordered,hj_idx_cost,hj_seq_cost,nl_idx_cost,nl_seq_cost,mj_idx_cost,mj_seq_cost,optimal_decision
14553,0.09702,150000,0.472453333,1,1,5458312.23,5460202.08,5471600.48,44714512,5456495.84,5469919.72,4
52027,0.346846667,150000,0.096786667,1,1,5450896.43,5455757.89,5488932.2,16669789.1,5463895.16,5469676.48,2
18702,0.12468,150000,0.358633333,1,1,5456924.69,5459711.73,5473519.39,43753139.8,5456702.95,5468134.63,4
73679,0.491193333,150000,0.085953333,1,1,5451337.32,5456319.07,5498946.25,19564644.12,5469996.92,5475735.64,2
5704,0.038026667,150000,0.632926667,1,1,1263706.67,1264272.98,1269494.03,13377523.45,1258181.66,1274494.2,4
30956,0.206373333,150000,0.797386667,1,1,5465853.91,5465338.7,5479186.86,147589477,5463956.58,5483407.73,4
7952,0.053013333,150000,0.849513333,1,1,1285607.75,1284489.11,1290281.12,23988100.52,1278209.71,1298508.75,4
71628,0.47752,150000,0.276386667,1,1,5462046.97,5465668.75,5497997.66,118311521,5471104.18,5481157.03,2
41471,0.276473333,150000,0.770786667,1,1,5466691.08,5466472.87,5484050.05,189420118.2,5466762.92,5485741.58,3
40581,0.27054,150000,0.07564,1,1,5450400.69,5455398.24,5483638.43,12271494.35,5460458.57,5466161.28,2
70578,0.47052,150000,0.14196,1,1,5459667.89,5464251.82,5497512.04,27633880.92,5469597.07,5475558.97,2
7210,0.048066667,150000,0.23844,1,1,1269940.54,1273609.25,1284566.5,7008423.03,1267718.98,1277024.67,4
39856,0.265706667,150000,0.935393333,1,1,5469253.14,5467786.72,5483303.11,219912773.5,5467723.88,5489739.12,4
1345,0.008966667,150000,0.132873333,1,1,1176604.72,1181088.51,1181062.2,1574156.64,1175434.11,1181356.52,4
29335,0.195566667,150000,0.01538,1,1,5449541.48,5454966.63,5478437.15,6485807.18,5456784.5,5462309.07,2
17571,0.11714,150000,0.740086667,1,1,5463212.85,5463033.21,5472996.3,80116034.08,5459622.5,5477942.52,4
52215,0.3481,150000,0.592686667,1,1,5464979.75,5466189.92,5489019.15,182874296.3,5468300.17,5484009.36,2
41334,0.27556,150000,0.41532,1,1,5460645.81,5463116.06,5483986.69,103399053.2,5463605.24,5476077.84,2
48429,0.32286,150000,0.70538,1,1,5466407.64,5466753.52,5487268.13,201392227.3,5468192.06,5485942.65,2
46844,0.312293333,150000,0.97336,1,1,5470773.68,5469087.53,5486535.06,268170318.2,5470107.73,5492878.11,3
54656,0.364373333,150000,0.984313333,1,1,5471919.82,5470235.41,5490148.11,315476617.7,5472498.18,5495494.27,3
46405,0.309366667,150000,0.879606667,1,1,5469094.58,5468124.12,5486332.03,239905428.6,5469131.04,5490102.8,3
10526,0.070173333,150000,0.183533333,1,1,5452985.77,5457096.85,5469737.99,16428611.76,5452960.96,5461357.04,4
21708,0.14472,150000,0.295793333,1,1,5456242.46,5459522.32,5474909.66,42074962.86,5457014.48,5467353.86,2
73021,0.486806667,150000,0.648653333,1,1,5468484.91,5469433.39,5498641.93,277280736.4,5474869.02,5491653.27,2
6389,0.042593333,150000,0.735973333,1,1,1271664.07,1271423.06,1276766.45,17065267.45,1265252.7,1283455.54,4
63473,0.423153333,150000,0.031033333,1,1,5450549.98,5455907,5494225.98,9900934.08,5466586.99,5472149.07,2
16628,0.110853333,150000,0.369266667,1,1,5456852.03,5459543.9,5472560.16,40540585.42,5456213.38,5467828.26,4
35984,0.239893333,150000,0.24974,1,1,5457222.35,5460908.11,5481512.31,56608119.98,5460652.9,5470231.3,2
52200,0.348,150000,0.87956,1,1,5469803.94,5468890.88,5489012.21,269124912.7,5470824.96,5491807.09,3
17182,0.114546667,150000,0.784466667,1,1,5463948.72,5463405.48,5472816.39,83082002.3,5459906,5479085.59,4
37329,0.24886,150000,0.404773333,1,1,5459977.8,5462507.29,5482134.38,91699327.87,5462366.34,5474649.12,2
25701,0.17134,150000,0.920606667,1,1,5467247.73,5465755.53,5476756.43,141424169.5,5463481.34,5485170.57,4
2423,0.016153333,150000,0.705906667,1,1,1218207.09,1218175.02,1216137.33,6954287.36,1212136.71,1229777.2,4
6438,0.04292,150000,0.66044,1,1,1270817.73,1271167.98,1277258.45,15550440.16,1265042.41,1281862.15,4
49084,0.327226667,150000,0.68886,1,1,5466212.36,5466686.55,5487571.06,199434755.8,5468237.2,5485692.23,2
23326,0.155506667,150000,0.115306667,1,1,5450352.27,5455014.45,5475657.99,11415106.29,5455942.57,5461791.84,2
73915,0.492766667,150000,0.635393333,1,1,5468366.5,5469421.26,5499055.4,274885107.6,5475007.5,5491551.41,2
5597,0.037313333,150000,0.536646667,1,1,1261034.04,1262363.29,1268288.03,11312928.37,1256335.04,1270881.79,4
22076,0.147173333,150000,0.1664,1,1,5454117.31,5458393.21,5475079.86,26299983.8,5456018.18,5464155.8,2
27533,0.183553333,150000,0.9933,1,1,5468750.56,5466695.28,5477603.73,163131689.7,5464663.44,5487768.69,4
21228,0.14152,150000,0.2101,1,1,5454750.47,5458687.16,5474687.66,30864209.61,5456154.74,5465032.8,2
1065,0.0071,150000,0.541133333,1,1,1170784.37,1172048.95,1167480.47,3096339.13,1166161.09,1180784.73,4
47709,0.31806,150000,0.17324,1,1,5457381.63,5461676.39,5486935.13,52395946.7,5463322.87,5471584.37,2
36968,0.246453333,150000,0.586573333,1,1,5463005.29,5464153.68,5481967.41,129729060,5463847.92,5479402.68,2
57925,0.386166667,150000,0.795713333,1,1,5469135.68,5468879.1,5491660.03,270843785.5,5471779.64,5491267.24,3
72653,0.484353333,150000,0.068273333,1,1,5451135.56,5456245.03,5498471.73,16462752.16,5469540.3,5475216.12,2
69617,0.464113333,150000,0.262893333,1,1,5461575.13,5465286.58,5497067.58,109806488.3,5470403.2,5480222.88,2
35365,0.235766667,150000,0.47346,1,1,5460887.48,5462887.93,5481226.03,101078204.1,5462398.35,5475890.8,2
10707,0.07138,150000,0.151246667,1,1,5452464.97,5456827.91,5469821.7,14618580.57,5452740.82,5460592.66,2
74463,0.49642,150000,0.234306667,1,1,5461700.77,5465628.97,5499308.85,105077366.6,5471550.05,5480876.08,2
23844,0.15896,150000,0.451373333,1,1,5459097.47,5461204.74,5475897.56,66879872,5458929.66,5472000.59,4
54834,0.36556,150000,0.413433333,1,1,5462271.75,5464827.46,5490230.44,134833357,5467467.87,5479944.49,2
22579,0.150526667,150000,0.869053333,1,1,5465986.49,5464862.85,5475312.5,118090788.2,5462141.04,5482845.45,4
57330,0.3822,150000,0.718926667,1,1,5467734.84,5468051.12,5491384.84,241978375.5,5470907.11,5488932.79,2
48765,0.3251,150000,0.149993333,1,1,5457117.86,5461590.62,5487423.53,46868747.56,5463418.86,5471281.75,2
29031,0.19354,150000,0.255226667,1,1,5456458.05,5460078.2,5478296.55,47629550.46,5458729.26,5468384.19,2
56607,0.37738,150000,0.856393333,1,1,5469948.5,5469253.58,5491050.45,283681991.4,5471909.05,5492464.72,3
56468,0.376453333,150000,0.634006667,1,1,5466202.91,5467135.62,5490986.16,210829785.7,5469904.92,5486377.13,2
61869,0.41246,150000,0.81286,1,1,5469905.57,5469560.53,5493484.13,295001541.7,5473084.61,5492898.17,3
21263,0.141753333,150000,0.890533333,1,1,5466193.79,5464888.56,5474703.85,114208946.2,5461951.31,5483059.18,4
73042,0.486946667,150000,0.9113,1,1,5472898.55,5471963.33,5498651.64,387802530.2,5477240.37,5498867.23,3
59166,0.39444,150000,0.625786667,1,1,5466383.1,5467401.75,5492233.99,217636836.4,5470607.88,5486927.59,2
50210,0.334733333,150000,0.480133333,1,1,5462818.7,5464859.18,5488091.84,143131792.9,5466717.7,5480369.12,2
3959,0.026393333,150000,0.423653333,1,1,1240191.71,1242404.56,1246394.55,6836111.33,1236491.84,1249004.67,4
6422,0.042813333,150000,0.5081,1,1,1268098.83,1269655.54,1277096.43,12191994.4,1263622.35,1277662.22,4
20203,0.134686667,150000,0.367413333,1,1,5457258.51,5459982.97,5474213.6,47858426.4,5457199.35,5468789.95,4
33726,0.22484,150000,0.294646667,1,1,5457697.52,5461036.53,5480467.99,62131573.8,5460395.84,5470747.97,2
5913,0.03942,150000,0.7163,1,1,1267080,1266991.49,1271797.55,15483116.25,1260847.55,1278678.45,4
20325,0.1355,150000,0.082233333,1,1,5449958.85,5454865.29,5474270.03,9174430.4,5454831.49,5460557.16,2
14972,0.099813333,150000,0.57694,1,1,5460138.45,5461210.18,5471794.26,54930661.69,5457506.42,5472826.34,4
61180,0.407866667,150000,0.339506667,1,1,5461805.67,5464936.25,5493165.46,123727923.3,5468641.3,5479802.08,2
34627,0.230846667,150000,0.097153333,1,1,5450462.85,5455285.26,5480884.7,12946356.19,5458963.46,5464746.03,2
10741,0.071606667,150000,0.712293333,1,1,5461898.93,5461883.5,5469837.43,49347283.28,5457460.24,5475245.8,4
34075,0.227166667,150000,0.348333333,1,1,5458632.06,5461570.27,5480629.4,73124089.92,5460952.98,5472232.4,2
50113,0.334086667,150000,0.977906667,1,1,5471247.71,5469563.64,5488046.98,287753962.2,5471103.38,5493962.15,3
19877,0.132513333,150000,0.493106667,1,1,5459320.95,5461078.05,5474062.83,61481993.74,5458169.78,5471981.18,4
55585,0.370566667,150000,0.018593333,1,1,5450233.91,5455668.38,5490577.78,7850856.13,5464231.11,5469764.61,2
39472,0.263146667,150000,0.227213333,1,1,5457287.27,5461147.48,5483125.51,56657818.88,5461455.75,5470658.1,2
29093,0.193953333,150000,0.026653333,1,1,5449648.37,5454984.77,5478325.23,7218736,5456815.4,5462363.47,2
42695,0.284633333,150000,0.78704,1,1,5467123.53,5466790.62,5484616.15,198963460.9,5467264.72,5486554.11,3
23315,0.155433333,150000,0.859133333,1,1,5465910.22,5464869.56,5475652.9,120424537.1,5462268.09,5482788.82,4
62134,0.414226667,150000,0.555213333,1,1,5465539.9,5467105.06,5493606.69,202595454.2,5470831.9,5485858.35,2
2515,0.016766667,150000,0.695926667,1,1,1220069.54,1220115.65,1218400.03,7091336.32,1214080.3,1231542.9,4
51236,0.341573333,150000,0.190166667,1,1,5458088.09,5462271.63,5488566.36,60652696.92,5464472.18,5473011.92,2
20369,0.135793333,150000,0.32232,1,1,5456503.08,5459584.04,5474290.38,42792746.72,5456853.8,5467634.52,2
73357,0.489046667,150000,0.86672,1,1,5472181.6,5471570.88,5498797.33,370420416,5476927.81,5497715.71,3
72558,0.48372,150000,0.751866667,1,1,5470170.27,5470369.55,5498427.79,318873985.1,5475666.87,5494348.94,2
6933,0.04622,150000,0.251246667,1,1,1267990.61,1271563.4,1282034.91,7069301.16,1265672.7,1275188.35,4
67623,0.45082,150000,0.04372,1,1,5450773.3,5456048.44,5496145.35,12053000.37,5467880.32,5473478.25,2
12838,0.085586667,150000,0.18734,1,1,5453329.64,5457418.75,5470807.29,19094446.32,5453628.04,5462086.57,2
50952,0.33968,150000,0.969006667,1,1,5471203.52,5469595.05,5488435.01,289951259.4,5471271.12,5493972.9,3
46681,0.311206667,150000,0.515566667,1,1,5462994.57,5464744.35,5486459.68,143177425.6,5466019.02,5480310.13,2
14224,0.094826667,150000,0.561493333,1,1,5459771.43,5460965.43,5471448.31,51127244.38,5457156.79,5472181.55,4
72852,0.48568,150000,0.819873333,1,1,5471368.94,5471075.55,5498563.76,349185686.6,5476377.42,5496339.73,3
71654,0.477693333,150000,0.30384,1,1,5462500.7,5465929.23,5498009.69,129425905.9,5471352.75,5481881.85,2
3437,0.022913333,150000,0.917006667,1,1,1240806.97,1239112.06,1237587.64,11830678.43,1232915.7,1254469.06,4
46463,0.309753333,150000,0.404106667,1,1,5461089.35,5463670.12,5486358.85,112641317.5,5464976.86,5477271.45,2
36981,0.24654,150000,0.342186667,1,1,5458881.33,5461882.23,5481973.43,77550135.75,5461723.99,5472901.2,2
22747,0.151646667,150000,0.604233333,1,1,5461562.01,5462473.8,5475390.2,84311242.46,5459935.63,5475788.26,4
58159,0.387726667,150000,0.60266,1,1,5465886.84,5467060.49,5491768.25,206582313.1,5470118.85,5486031.38,2
53016,0.35344,150000,0.2229,1,1,5458876.06,5462815.05,5489389.61,72915117.35,5465279.68,5474408.12,2
47700,0.318,150000,0.64386,1,1,5465291.04,5466085.39,5486930.96,181621831.7,5467446.76,5484075,2
17976,0.11984,150000,0.52816,1,1,5459677.74,5461153.25,5473183.61,59777696.39,5457929.99,5472373.9,4
11676,0.07784,150000,0.908886667,1,1,5465320.94,5463780.16,5470269.86,66400157.22,5459375.84,5480801.33,4
13650,0.091,150000,0.957026667,1,1,5466415.77,5464499.87,5471182.84,80691376.06,5460360.81,5482736.13,4
64924,0.432826667,150000,0.974666667,1,1,5473015.64,5471515.18,5494897.06,370013338.1,5475439.36,5498275.76,3
59352,0.39568,150000,0.1233,1,1,5451329.39,5456019.13,5492320.01,21599880.99,5466212.99,5472092.2,2
24954,0.16636,150000,0.417133333,1,1,5458660.12,5461034.49,5476410.94,64832921.93,5458952.38,5471417.84,2
13283,0.088553333,150000,0.229533333,1,1,5454111.74,5457865.77,5471013.1,22874205.09,5454115.73,5463309.96,2
27893,0.185953333,150000,0.66018,1,1,5463139.45,5463656.51,5477770.23,111162394.1,5461883.75,5478767.8,4
71421,0.47614,150000,0.87666,1,1,5472116.01,5471413.84,5497901.93,365004052.4,5476449.64,5497424.15,3
39842,0.265613333,150000,0.123713333,1,1,5450842,5455484.32,5483296.64,16328384.86,5460658.35,5466540.33,2
21604,0.144026667,150000,0.293626667,1,1,5456192.6,5459488.99,5474861.56,41626874.99,5456966.97,5467268.75,2
50788,0.338586667,150000,0.252013333,1,1,5459072.08,5462798.38,5488359.16,78307737.4,5464885.66,5474509.55,2
27138,0.18092,150000,0.603573333,1,1,5462093.48,5463040.1,5477421.04,99440541.34,5461183.53,5477035.06,4
37064,0.247093333,150000,0.671453333,1,1,5464442.75,5464951.42,5482011.81,148177035.9,5464608.27,5481709.78,2
42085,0.280566667,150000,0.920466667,1,1,5469258.74,5467935.61,5484334.03,228089522.6,5468231.55,5489960.11,3
40557,0.27038,150000,0.873186667,1,1,5468263.08,5467285.88,5483627.33,208766425.5,5467369.66,5488200.13,3
1436,0.009573333,150000,0.759873333,1,1,1190712.78,1190235.68,1184902.15,4854023.74,1184198.28,1202852.8,4
73829,0.492193333,150000,0.41054,1,1,5464556.24,5467230.38,5499015.63,178442491.2,5472941.41,5485381.82,2
61553,0.410353333,150000,0.424313333,1,1,5463272.81,5465787.48,5493337.98,154418273.7,5469501.29,5482182.34,2
54138,0.36092,150000,0.158753333,1,1,5457924.89,5462346.54,5489908.54,54166646.16,5465028.45,5473040.1,2
47625,0.3175,150000,0.676133333,1,1,5465816.5,5466373.84,5486896.28,190092134.6,5467702.57,5484913.7,2
6721,0.044806667,150000,0.133553333,1,1,1264320.06,1268808.1,1280028.72,3248012.35,1262995.59,1268917.66,4
68705,0.458033333,150000,0.591113333,1,1,5466978.74,5468313.79,5496645.78,238241522.9,5473084.5,5488801.78,2
12630,0.0842,150000,0.803013333,1,1,5463702.21,5462973.18,5470711.09,63860477.57,5458776.48,5478284.51,4
41987,0.279913333,150000,0.957166667,1,1,5469899.4,5468284.94,5484288.7,236936724.8,5468543.05,5490993.42,3
49527,0.33018,150000,0.133026667,1,1,5456932.59,5461528.02,5487775.95,19993233.94,5463491.73,5469410.67,2
69698,0.464653333,150000,0.038506667,1,1,5450776.6,5456090.76,5497105.04,11459879.49,5468432.19,5474014.19,2
48662,0.324413333,150000,0.628886667,1,1,5465148.21,5466066.59,5487375.89,180868133.4,5467588.18,5483941.59,2
21635,0.144233333,150000,0.503133333,1,1,5459708.74,5461398.45,5474875.9,67720474.84,5458752.77,5472755.16,4
60137,0.400913333,150000,0.25912,1,1,5460343.03,5464049.23,5492683.08,94216019.68,5467634.98,5477385.34,2
37704,0.25136,150000,0.97344,1,1,5469652.4,5467866.9,5482307.81,216917128.7,5467438.66,5490187.13,4
39710,0.264733333,150000,0.221886667,1,1,5457223.19,5461128.11,5483235.59,55774062.15,5461471.06,5470586.39,2
19170,0.1278,150000,0.225786667,1,1,5454769.73,5458573.91,5473735.84,30164136.92,5455719.91,5464862.83,2
66482,0.443213333,150000,0.902393333,1,1,5471934.19,5471001.58,5495617.64,349855359.3,5475219.72,5496655.85,3
28857,0.19238,150000,0.120526667,1,1,5450533.56,5455176.18,5478216.08,13136301.19,5457531.6,5463404.41,2
13190,0.087933333,150000,0.075246667,1,1,5449709.69,5454657.97,5470970.09,7658140.63,5452799.6,5458499.74,2
56594,0.377293333,150000,0.651126667,1,1,5466510.91,5467316.49,5491044.44,216971226.6,5470095.51,5486886.53,2
52247,0.348313333,150000,0.279366667,1,1,5459715.83,5463241.89,5489033.95,88631882.06,5465550.48,5475653.8,2
61066,0.407106667,150000,0.582066667,1,1,5465884.96,5467235.25,5493112.74,209127046.1,5470774.82,5486307.35,2
26795,0.178633333,150000,0.571586667,1,1,5461494.57,5462692.42,5477262.4,93157692.95,5460801.13,5476054.51,4
5786,0.038573333,150000,0.885706667,1,1,1268743.51,1267320.48,1270408.17,18489010.59,1261076.36,1282042.84,4
66414,0.44276,150000,0.74646,1,1,5469317.49,5469507.9,5495586.19,290162459.7,5473809.77,5492375.05,2
28854,0.19236,150000,0.509773333,1,1,5460709.54,5462390.6,5478214.69,89628323.24,5460858.29,5474999.98,2
12773,0.085153333,150000,0.044073333,1,1,5449402.75,5454585.54,5470777.23,6710563.32,5452428.28,5458023.11,2
20979,0.13986,150000,0.137566667,1,1,5453503.35,5457997.14,5474572.5,11833350.37,5455470.27,5461412.8,2
71862,0.47908,150000,0.975526667,1,1,5473878.74,5472449.04,5498105.89,409322741,5477494.04,5500365.11,3
5948,0.039653333,150000,0.387233333,1,1,1261867.54,1264367.87,1272177.03,8966995.81,1258419.52,1270312.46,4
59380,0.395866667,150000,0.282246667,1,1,5460635.4,5464169.6,5492332.96,100889061,5467621.99,5477772.24,2
33849,0.22566,150000,0.47146,1,1,5460667.75,5462674.78,5480524.88,96595901.34,5461947.91,5475402.13,2
34665,0.2311,150000,0.860466667,1,1,5467324.33,5466385.5,5480902.28,176669512,5465548.26,5486125.12,4
64454,0.429693333,150000,0.782346667,1,1,5469720.52,5469615.77,5494679.69,295916567.9,5473579.59,5492841.17,3
35818,0.238786667,150000,0.71232,1,1,5464977.11,5465167.53,5481435.54,151826028.6,5464601.84,5482450.4,4
39201,0.26134,150000,0.492766667,1,1,5461688.91,5463564.96,5483000.18,115881112.8,5463668.12,5477522.54,2
68515,0.456766667,150000,0.26896,1,1,5461542.32,5465204.08,5496557.9,110514307,5470140.51,5480063.36,2
70849,0.472326667,150000,0.849466667,1,1,5471595.25,5471080.72,5497637.38,351199902.6,5476039.48,5496516.17,3
18587,0.123913333,150000,0.318213333,1,1,5456212.74,5459319.09,5473466.2,39074771.22,5456318.66,5467022.18,2
67858,0.452386667,150000,0.51642,1,1,5465611.36,5467484.72,5496254.04,205985771.8,5472164.23,5486520.88,2
67897,0.452646667,150000,0.49522,1,1,5465252.2,5467282.81,5496272.08,197643085.8,5471981.49,5485950.18,2
13554,0.09036,150000,0.93066,1,1,5465940.07,5464236.9,5471138.44,78005176.05,5460100.86,5481959.3,4
17125,0.114166667,150000,0.36122,1,1,5456778.07,5459534.19,5472790.03,40780560.29,5456287.16,5467757.7,4
59743,0.398286667,150000,0.362346667,1,1,5462028.06,5464978.22,5492500.85,129089896.7,5468438.61,5480023.22,2
61805,0.412033333,150000,0.376573333,1,1,5462521.31,5465375.45,5493454.53,138438730.5,5469160.24,5481000.59,2
13729,0.091526667,150000,0.995066667,1,1,5467083.74,5464865.4,5471219.38,84229444.18,5460712.43,5483822.53,4
74141,0.494273333,150000,0.745606667,1,1,5470254.64,5470515.86,5499159.93,322916750.2,5476074.16,5494641.14,2
60207,0.40138,150000,0.097733333,1,1,5451114.06,5455982.72,5492715.45,18556897.87,5466239.94,5472021.66,2
22345,0.148966667,150000,0.603326667,1,1,5461501.01,5462415.01,5475204.28,82807024,5459817.9,5475652.34,4
43011,0.28674,150000,0.000493333,1,1,5449737.95,5455206.31,5484762.31,5501495.97,5460503.3,5465925.47,2
20624,0.137493333,150000,0.066333333,1,1,5449812.93,5454840.34,5474408.31,8492566.5,5454783.13,5460449.53,2
9558,0.06372,150000,0.449146667,1,1,1288990.05,1291035.19,1300976.06,15622824.59,1284960.47,1297931.04,4
19550,0.130333333,150000,0.80382,1,1,5464564.64,5463893.96,5473911.59,95954786.11,5460743.82,5480285.77,4
48249,0.32166,150000,0.468546667,1,1,5462388.92,5464499.39,5487184.88,134582049.9,5466054.61,5479493.24,2
5331,0.03554,150000,0.900006667,1,1,1264486.87,1262954,1265182.73,17376712.15,1256709.18,1277936.48,4
21531,0.14354,150000,0.83952,1,1,5465390.48,5464472.35,5474827.8,109432035.8,5461603.39,5481794.57,4
62491,0.416606667,150000,0.023053333,1,1,5450451.04,5455861.88,5493771.8,8761663.93,5466238.71,5471781.19,2
43252,0.288346667,150000,0.7837,1,1,5467139.49,5466834.42,5484873.76,200708581.8,5467399.09,5486631.6,3
22100,0.147333333,150000,0.429226667,1,1,5458511.84,5460778.67,5475090.96,59560370.67,5458250.05,5470919.44,4
44154,0.29436,150000,0.9683,1,1,5470356.48,5468679.12,5485290.94,251789801.9,5469273.77,5491942.64,3
64871,0.432473333,150000,0.81714,1,1,5470344.56,5469996.11,5494872.55,310561432,5474005.17,5493899.71,3
5613,0.03742,150000,0.56722,1,1,1261708.7,1262795.37,1268469.87,11922017.48,1256748.71,1271848.69,4
50835,0.3389,150000,0.178213333,1,1,5457850.19,5462117.44,5488380.9,56946397.99,5464259.03,5472607.46,2
63720,0.4248,150000,0.805106667,1,1,5470007.05,5469733.14,5494340.21,300859906.3,5473563.39,5493239.17,3
24392,0.162613333,150000,0.925953333,1,1,5467187.37,5465635.18,5476151.01,135298186.3,5463159.16,5484948.15,4
36561,0.24374,150000,0.298253333,1,1,5458106.14,5461428.86,5481779.18,67615925.26,5461234.56,5471651.35,2
55680,0.3712,150000,0.957026667,1,1,5471575.78,5470108.94,5490621.71,312354746.8,5472551.83,5495032.22,3
21428,0.142853333,150000,0.50162,1,1,5459657.49,5461358.71,5474780.16,66942048.86,5458680.62,5472656.8,4
64553,0.430353333,150000,0.336646667,1,1,5462169.92,5465336.53,5494725.48,129102815.3,5469590.08,5480694.61,2
73116,0.48744,150000,0.464886667,1,1,5465382.86,5467664.39,5498685.86,199676570.4,5473225.9,5486657.28,2
38286,0.25524,150000,0.966886667,1,1,5469611.59,5467883.07,5482576.99,218737312.4,5467548.68,5490177.61,4
39966,0.26644,150000,0.421713333,1,1,5460580.16,5462998.54,5483353.99,101590633.7,5463264.84,5475846.39,2
17612,0.117413333,150000,0.128573333,1,1,5450330.95,5454883.6,5473015.26,10450250.06,5454457.9,5460359.08,2
23772,0.15848,150000,0.25952,1,1,5455888.25,5459454.44,5475864.26,40611561.12,5457286.42,5467006.51,2
7279,0.048526667,150000,0.218193333,1,1,1270132.04,1273955.77,1285181.7,6575137.49,1268076.13,1277043.04,4
50307,0.33538,150000,0.025506667,1,1,5450168.45,5455544.76,5488136.7,8381662.51,5462790.25,5468337.8,2
19808,0.132053333,150000,0.357486667,1,1,5457040.14,5459840.23,5474030.91,45866131.33,5457004.18,5468413.54,4
40047,0.26698,150000,0.56186,1,1,5462949,5464313.98,5483391.45,134159723,5464506.87,5479606.54,2
51918,0.34612,150000,0.47608,1,1,5462964.07,5465042.27,5488881.79,146607051,5467179.18,5480759.88,2
6463,0.043086667,150000,0.224233333,1,1,1263698.29,1267473.77,1277507.69,6106726.84,1261610.06,1270681.79,4
53204,0.354693333,150000,0.233453333,1,1,5459074.06,5462937.7,5489476.56,76380634.8,5465424,5474738.18,2
4984,0.033226667,150000,0.684906667,1,1,1257192.11,1257342.94,1260904.91,12710045.43,1251242.11,1268497.34,4
62969,0.419793333,150000,0.601946667,1,1,5466462.33,5467677.73,5493992.88,222921764.4,5471510.52,5487422.22,2
42345,0.2823,150000,0.806586667,1,1,5467407.55,5466925.53,5484454.28,202115760.3,5467333.21,5486980.75,3
64285,0.428566667,150000,0.100386667,1,1,5451241.07,5456100.17,5494601.53,19815629.66,5467429.01,5473221.38,2
36565,0.243766667,150000,0.38126,1,1,5459503.85,5462199.52,5481781.03,85148544.68,5461954.2,5473831.94,2
44712,0.29808,150000,0.96404,1,1,5470354.03,5468715.11,5485549.01,253796932.4,5469401.7,5491991.88,3
34275,0.2285,150000,0.153233333,1,1,5455392.6,5459801.73,5480721.9,35176385.13,5459334.83,5467248,2
7214,0.048093333,150000,0.020046667,1,1,1265499.48,1270856.45,1284602.36,1605923.31,1265949.43,1271484.11,2
62999,0.419993333,150000,0.326386667,1,1,5461807.46,5465040.74,5494006.75,122396334.7,5469050.52,5479969.71,2
15709,0.104726667,150000,0.853233333,1,1,5464878.32,5463811.22,5472135.13,82401286.87,5460047.77,5480446.23,4
1366,0.009106667,150000,0.8818,1,1,1190037.05,1188602.24,1181970.09,5230440.4,1182493.77,1203391.48,0
56228,0.374853333,150000,0.437313333,1,1,5462838.76,5465227.16,5490875.16,145712962.4,5468079.71,5480974.99,2
18584,0.123893333,150000,0.177566667,1,1,5453878.01,5458056.93,5473464.81,24195959.99,5455142.1,5463457.38,2
2171,0.014473333,150000,0.890853333,1,1,1215352.2,1213854.32,1209495.48,7706996.7,1207711.99,1228772.83,4
58095,0.3873,150000,0.746726667,1,1,5468300.74,5468418.36,5491738.65,254594703.9,5471377.75,5489927.92,2
3186,0.02124,150000,0.139306667,1,1,1223598.05,1228033.12,1232892.92,2208094.23,1222313.97,1228263.66,4
35082,0.23388,150000,0.944346667,1,1,5468822.8,5467235.44,5481095.14,196112293.5,5466412.95,5488589.56,4
21569,0.143793333,150000,0.041626667,1,1,5449599.95,5454815.26,5474845.38,7459286.37,5454839.74,5460427.62,2
19962,0.13308,150000,0.76624,1,1,5463965.89,5463596.28,5474102.14,93419447.66,5460533.75,5479363.75,4
17701,0.118006667,150000,0.3502,1,1,5456656.36,5459504.03,5473056.43,40807747.59,5456350.65,5467623.09,4
8212,0.054746667,150000,0.136713333,1,1,1275392.82,1279861.23,1292141.97,3758470.87,1274009.89,1279948.01,4
31941,0.21294,150000,0.33792,1,1,5458189.57,5461199.07,5479642.43,66891922.91,5460255.34,5471337.78,2
19089,0.12726,150000,0.637053333,1,1,5461662.47,5462294.98,5473698.38,75203267.95,5459178.98,5475611.96,4
26721,0.17814,150000,0.329746667,1,1,5457407.01,5460458.83,5477228.18,55576668.04,5458703.79,5469630.17,2
17801,0.118673333,150000,0.801146667,1,1,5464305.94,5463638.65,5473102.68,87575682.55,5460226.19,5479711.74,4
1194,0.00796,150000,0.386686667,1,1,1174403.13,1176883.26,1174109.74,2718228.13,1171082.51,1182964.74,4
57447,0.38298,150000,0.714486667,1,1,5467672.41,5468023.94,5491438.95,240956826,5470901.08,5488844.62,2
48224,0.321493333,150000,0.060713333,1,1,5450450.11,5455570.2,5487173.31,11973467.24,5462497.22,5468148.52,2
66444,0.44296,150000,0.221033333,1,1,5460493.98,5464492.39,5495600.06,89322020.98,5469118.61,5478217.38,2
45640,0.304266667,150000,0.2019,1,1,5457601.77,5461679.89,5485978.21,57756650.31,5462980.43,5471726.38,2
33866,0.225773333,150000,0.16134,1,1,5455479.38,5459826.6,5480532.74,36431198.36,5459288.71,5467344.39,2
35561,0.237073333,150000,0.65978,1,1,5464073.34,5464655.31,5481316.68,140155298.6,5464079.69,5480979.96,2
63383,0.422553333,150000,0.50162,1,1,5464807.61,5466764.78,5494184.35,187332026.3,5470725.05,5484806.12,2
47171,0.314473333,150000,0.11474,1,1,5450943.06,5455666.26,5486686.3,17454153.73,5462664.64,5468515.1,2
